date,inst_f buy,inst_t buy,inst_txf_net,inst_txf_oi,inst_mtx_net,inst_mtx_oi,tse_open,tse_high,tse_low,tse_close,tse_volume,txf_open,txf_high,txf_low,txf_close,txf_volume,above_ma
2019/9/16,9277921270,598716619,8726,59609,4254,3375,10822.69043,10898.12988,10822.69043,10898.12988,116864,10802,10885,10802,10878,76736,44
2019/9/17,5334542597,128816605,-5040,54569,-2592,783,10908.84961,10912.23047,10866.42969,10874.5,114790,10907,10910,10858,10865,59679,37
2019/9/18,17884120383,-66658641,3698,51961,3305,2945,10887.41992,10971.54004,10878.33984,10929.4502,128752,10912,10963,10884,10960,55502,39
2019/9/19,1064006034,231693254,-4310,47683,-3677,-732,10947.62012,10954.17969,10874.66016,10894.7002,112912,10915,10936,10851,10867,91269,36
2019/9/20,4871134076,793780395,3121,50804,2210,1478,10908.09961,10931.75977,10903.4502,10929.69043,144886,10901,10912,10884,10899,60369,37
2019/9/23,1553583530,-236553753,-965,49839,-2582,-1104,10924.80957,10948.19043,10905.91992,10919.01953,105933,10894,10929,10872,10892,75187,28
2019/9/24,2166237982,-908085183,505,50337,-702,-1778,10917.44043,10947.53027,10886.62012,10918.00977,108998,10911,10932,10865,10905,89394,24
2019/9/25,-3119218272,-41650515,-2014,48321,-4547,-6341,10885.66992,10885.66992,10825.84961,10873.69043,104617,10865,10873,10805,10841,100195,18
2019/9/26,-1032266193,363478167,1527,49848,-885,-7226,10909.57031,10934.91016,10856.95996,10871.99023,113662,10876,10895,10828,10843,83502,17
2019/9/27,2236278880,-642754806,2708,52571,2196,-5090,10904,10921.16992,10827.61035,10829.67969,123502,10876,10897,10811,10823,94659,10
2019/10/1,13954303323,118782408,4631,57182,5550,460,10855.59961,10967.65039,10855.59961,10967.65039,147475,10856,10962,10856,10953,90886,20
2019/10/2,1347933442,739103121,-3017,54169,-3933,-3459,10945.91992,10965.2002,10927.38965,10947.87988,115669,10916,10948,10912,10923,66999,18
2019/10/3,-8736796139,43598897,268,54447,-2261,-5760,10866.5,10888.40039,10809.28027,10875.91016,119910,10827,10877,10773,10849,97153,10
2019/10/4,-927889821,378742120,681,55126,-461,-6213,10907.69043,10941.49023,10854.12012,10894.48047,122526,10881,10912,10820,10877,104736,15
2019/10/7,2550870013,686213421,-1261,53865,2561,-3652,10932.24023,10954.4502,10919.42969,10935.05957,113910,10907,10937,10886,10914,67648,18
2019/10/8,10147137847,-212865499,5900,59765,4582,930,10986.00977,11020.50977,10986.00977,11017.30957,128837,10958,11021,10950,11000,82233,25
2019/10/9,-7197438476,-994408377,-7070,52575,-12580,-11146,10976.92969,10989.38965,10889.95996,10889.95996,129440,10963,10969,10882,10883,81729,9
2019/10/14,15202604370,582839060,5388,57981,6671,-4547,11004.74023,11085.49023,11004.74023,11066.9502,159097,11070,11092,11030,11073,84410,37
2019/10/15,4934607840,284133441,-443,57537,-122,-4665,11103.5,11126.4502,11091.29004,11111.79981,131174,11083,11122,11073,11107,65648,39
2019/10/16,9257812504,113711565,2426,55079,2937,3369,11166.16992,11180.11035,11113.17969,11162.83008,146453,11158,11171,11130,11146,61672,41
2019/10/17,9216066632,151821663,2670,57752,2424,5781,11156.13965,11186.87988,11131.4502,11186.87988,122045,11148,11161,11117,11158,56129,44
2019/10/18,6119771199,117957450,-3549,54203,-6003,-222,11190.20996,11237.37988,11154.86035,11180.21973,145301,11195,11223,11132,11149,91140,42
2019/10/21,4726654257,39853607,-2407,51796,-1484,-1706,11166.24023,11188.12988,11147.86035,11184.15039,102075,11157,11168,11133,11157,54206,40
2019/10/22,13821217412,-421308335,1664,53460,3341,1635,11221.19043,11271.25,11218.25,11271.25,126332,11213,11252,11191,11240,78410,44
2019/10/23,4951166736,294313573,10,53471,-640,1043,11266.17969,11281.12012,11209.09961,11239.66992,139702,11225,11254,11182,11200,79347,37
2019/10/24,14775803393,181994559,2929,57600,6491,2734,11266.83984,11320.13965,11254.58984,11320.13965,141289,11232,11292,11225,11288,71549,46
2019/10/25,3296398262,-95387561,-2299,55301,-3805,-1071,11336.63965,11347.17969,11281.37012,11296.12012,129163,11321,11328,11264,11283,61352,42
2019/10/28,6940257140,-370921488,2604,57905,1227,156,11321.99023,11341.03027,11295.44043,11315.01953,112868,11334,11342,11291,11311,52187,38
2019/10/29,6411175421,-509825768,-131,57775,1275,1427,11347.38965,11373.9502,11292.83008,11333.87012,145667,11348,11366,11293,11325,80263,34
2019/10/30,7003526380,192366377,718,58493,792,2213,11336.96973,11380.28027,11306.9502,11380.28027,123424,11312,11351,11295,11338,66639,37
2019/10/31,6987137300,7207258,457,58950,-530,1683,11393.67969,11428.41992,11358.70996,11358.70996,153328,11371,11396,11341,11344,74371,30
2019/11/1,8281199833,-339191000,232,59182,851,2534,11373.7002,11399.53027,11335.50977,11399.53027,133643,11333,11377,11316,11371,60297,34
2019/11/4,14446904326,785116520,2734,61916,4652,7186,11451.71973,11559.07031,11451.71973,11556.84961,156992,11416,11554,11413,11542,102899,39
2019/11/5,13156654265,80744358,-4712,57204,-2641,4545,11576.17969,11644.03027,11576.17969,11644.03027,153176,11594,11650,11566,11645,85543,42
2019/11/6,6530554597,-626018326,-1510,55694,-1716,2783,11645.08008,11668.2002,11601.7002,11653.07031,159723,11644,11675,11600,11650,89714,45
2019/11/7,4978613833,-175932390,-2467,53227,-2491,292,11642.91016,11647.46973,11552.08008,11606.55957,140058,11636,11637,11558,11596,98276,42
2019/11/8,1518957416,439030752,-1121,52106,-1411,-1119,11620.88965,11642.41016,11561.30957,11579.54004,134799,11646,11648,11554,11572,93098,39
2019/11/11,3847930870,-423189962,157,52263,-364,-1483,11570.33008,11570.33008,11409.83008,11427.28027,149610,11577,11581,11424,11437,115483,24
2019/11/12,4686952442,-149705417,-2101,50161,2481,1002,11463.33008,11520.37012,11459.67969,11520.37012,118508,11483,11528,11466,11524,76130,27
2019/11/13,-6263240391,-329287865,-233,49928,-3290,-2276,11483.24023,11509.37012,11439.08984,11467.83008,115131,11463,11494,11428,11466,103164,16
2019/11/14,4238642295,349467800,-1452,48476,-306,-2582,11488.74023,11498.25,11424.76953,11450.41992,131434,11493,11496,11413,11456,103358,17
2019/11/15,4258889694,292718025,-3152,45324,-1320,-3902,11485.45996,11552.25,11485.45996,11525.59961,130621,11485,11563,11480,11532,99316,23
2019/11/18,2942571601,1196332224,474,45798,1773,-2129,11543.79981,11599.78027,11532.96973,11599.78027,108810,11533,11594,11507,11592,75739,30
2019/11/19,11017324622,362072859,-1168,44634,-1499,-3644,11608.48047,11656.40039,11576.79004,11656.40039,121554,11574,11654,11563,11645,77336,33
2019/11/20,1013465053,81048071,-3532,40968,-4668,77,11645.73047,11649.07031,11591.73047,11631.2002,116664,11621,11644,11594,11608,57530,33
2019/11/21,-9834932475,498452243,1794,42761,1251,1332,11573.83984,11573.83984,11478.42969,11558.26953,120161,11529,11551,11450,11545,135339,17
2019/11/22,-148965676,-449074708,-1615,41154,-2371,-1071,11556.75,11577.01953,11534.15039,11566.79981,107527,11565,11592,11531,11554,80401,25
2019/11/25,1484002924,-215315815,278,41432,209,-862,11590.80957,11604.75,11559.33008,11561.58008,112551,11615,11629,11559,11566,87186,34
2019/11/26,373695993,152812190,3260,45694,6124,1254,11608.37012,11642.95996,11576.82031,11576.82031,200125,11620,11658,11603,11618,107823,24
2019/11/27,2514490067,704656900,1492,47197,34,1262,11590.80957,11651.73047,11590.80957,11647.45996,109204,11613,11651,11596,11647,70895,31
2019/11/28,1444116353,-264731867,-5484,41713,-5782,-4520,11641.7002,11654.05957,11604.67969,11617.08008,105189,11658,11663,11605,11613,88562,26
2019/11/29,-12594277637,-324880034,-5868,35843,-5444,-9956,11616.87988,11623.58984,11485.16016,11489.57031,119872,11604,11613,11463,11464,131564,12
2019/12/2,3457706258,-321534999,6745,41888,5973,-1183,11509.94043,11524.84961,11454.37988,11502.83008,113583,11527,11533,11459,11502,90559,11
2019/12/3,4573111968,146903812,4756,46644,2495,1312,11473.32031,11531.58008,11460.05957,11531.58008,107640,11444,11527,11439,11523,88438,15
2019/12/4,-2667647215,394847723,-1692,44952,-4365,-3067,11511.82031,11513.83008,11457.42969,11510.46973,104426,11492,11505,11443,11502,106777,16
2019/12/5,6172862860,562855420,3788,48740,4451,1384,11546.75,11604.38965,11546.75,11594.65039,121986,11540,11618,11532,11598,91767,17
2019/12/6,3894888207,-56482018,1314,50054,1217,2601,11639.79981,11657.65039,11577.83008,11609.63965,109997,11645,11670,11580,11611,88195,18
2019/12/9,4195354005,-203865891,513,51767,2306,107,11635.46973,11678.36035,11631.03027,11660.76953,120734,11670,11699,11633,11671,77905,24
2019/12/10,-2732490100,-151113250,-8466,43270,-7701,-7470,11647.78027,11649.73047,11607.25977,11627.83984,103636,11647,11656,11605,11624,72718,24
2019/12/11,4054670799,493742195,6077,49361,7467,-77,11635.07031,11700.76953,11622.58008,11700.76953,124690,11600,11706,11594,11704,91749,29
2019/12/12,9434238606,-280933008,2101,51462,3021,2944,11766.98047,11875.98047,11766.98047,11836.41992,151218,11765,11888,11754,11851,116222,33
2019/12/13,15943986369,-75824852,-2566,48903,-2619,297,11937.90039,11990.78027,11913.01953,11927.73047,170756,11977,12007,11917,11963,108464,40
2019/12/16,2103029288,105018566,759,49668,-2499,-2206,11915.61035,11975.73047,11915.61035,11939.76953,135943,11932,11976,11922,11959,69730,35
2019/12/17,10879604475,180148563,-4619,45044,-294,-2480,11939.62012,12097.00977,11939.62012,12097.00977,155227,11974,12102,11945,12099,92853,44
2019/12/18,5298497934,-975691800,-2722,43908,-3777,4055,12061.09961,12125.90039,12059.91992,12122.4502,147818,12076,12129,12065,12119,48307,44
2019/12/19,-7046558334,-956657532,-1421,42487,-2510,1545,12082.98047,12111.76953,12008.16016,12018.90039,136637,12110,12115,12015,12031,92203,40
2019/12/20,-4508974019,-545530603,-1489,41003,-1348,177,12001.55957,12028.21973,11937.4502,11959.08008,169305,12063,12063,11951,11979,126718,40
2019/12/23,1808230367,46459210,-335,40668,651,828,11969.13965,12022.23047,11960.20996,12022.23047,111986,12000,12028,11972,12020,75248,43
2019/12/24,707335065,-740541582,-3575,37093,-2888,-2060,12023.79004,12027.59961,11976.37988,11976.37988,103546,12030,12044,11983,11983,55381,31
2019/12/25,628392723,363148263,91,37184,25,-2037,11978.94043,12032.37012,11973.9502,12008.12988,90945,11989,12027,11976,12019,41574,28
2019/12/26,84236972,-921246635,-2325,34859,-2519,-4556,12018.37988,12030.66016,11982.63965,12001.00977,100508,12029,12042,11986,12007,52146,28
2019/12/27,7999348153,-335758050,3581,38443,3378,-1190,12032.71973,12093.01953,12032.71973,12091.58984,108769,12038,12112,12037,12097,74436,37
2019/12/30,-1455701577,-325783745,-290,38158,-1229,-2439,12094.80957,12114.88965,12046.21973,12053.37012,124758,12091,12125,12065,12069,66052,23
2019/12/31,-9430384487,91580756,-1248,36910,-3723,-6162,12019.19043,12047.75,11997.13965,11997.13965,117766,12029,12049,11994,11994,74341,10
2020/1/2,-3429869735,-77617601,-1453,35457,3594,-2503,12026.5,12110.74023,12026.23047,12100.48047,141368,12044,12120,12023,12101,100399,17
2020/1/3,-135866137,182212895,-834,34623,-1004,-3507,12167.44043,12197.63965,12023.59961,12110.42969,193278,12180,12198,11996,12087,172645,25
2020/1/6,-9750909700,-1785310923,-2447,32176,-4553,-8060,12035.70996,12040.08008,11953.36035,11953.36035,143584,12017,12034,11949,11949,118362,9
2020/1/7,-9820883110,-1219425340,-2925,29263,-1354,-9462,11961.96973,11986.03027,11822.40039,11880.32031,165159,11995,12009,11816,11871,157259,8
2020/1/8,-1232385678,399377560,6259,35546,5636,-3903,11818.75977,11899.66992,11777.4502,11817.09961,149986,11728,11892,11697,11788,158049,5
2020/1/9,5421111989,1470471663,1865,37426,3625,-338,11889.45996,11992.54981,11889.45996,11970.62988,132648,11919,11998,11883,11969,111676,16
2020/1/10,6897632746,106762668,1927,39362,-1596,-1970,12009.26953,12038.20996,11959.05957,12024.65039,127775,12005,12042,11953,12011,103478,24
2020/1/13,10728837808,963532912,3028,42393,2637,655,12069.61035,12113.41992,12037.24023,12113.41992,142696,12085,12121,12044,12116,114703,37
2020/1/14,4101323281,662910768,-2506,39879,-654,33,12161.73047,12186.62012,12140.26953,12179.80957,153345,12176,12199,12148,12181,85238,40
2020/1/15,-8896921984,-117479467,-1926,36749,-5563,-2408,12169.91992,12169.91992,12048.00977,12091.87988,148975,12159,12175,12058,12063,82149,35
2020/1/16,-4618752816,294411420,-5300,31449,-1132,-3540,12006.08008,12075.54004,12006.08008,12066.92969,139039,12040,12078,11990,12052,106191,36
2020/1/17,-2076588609,-310620459,936,32382,535,-2993,12080.71973,12117.54981,12055.91016,12090.29004,131601,12103,12118,12029,12071,101186,37
2020/1/20,5478963282,-249146776,-592,31789,1718,-1271,12107.55957,12151.41992,12101.54981,12118.70996,113749,12119,12160,12097,12111,77545,38
2020/1/30,-18101697877,-2840881629,-11751,18239,-13037,-7108,11933.23047,11933.23047,11418.21973,11421.74023,275836,11770,11798,11371,11372,248034,1
2020/1/31,-17195432577,-1103130000,11532,29779,9324,2156,11494.03027,11594.20996,11436.9502,11495.09961,175741,11460,11567,11407,11469,154005,1
2020/2/3,1215731347,525505733,1669,32348,-2793,-4237,11365.90039,11365.90039,11138.03027,11354.91992,180461,11285,11370,11152,11324,206299,3
2020/2/4,-4030035127,116470317,1574,33910,4738,549,11399.45996,11581.36035,11393.03027,11555.91992,160028,11373,11557,11362,11534,145408,6
2020/2/5,-538879671,-79984070,772,34680,1858,2384,11601.54981,11620.41992,11512.70996,11573.62012,157307,11603,11620,11474,11542,155144,10
2020/2/6,5208912927,-752585160,2033,37012,2955,4143,11605.11035,11749.67969,11605.11035,11749.67969,143454,11651,11744,11628,11739,122905,27
2020/2/7,-8791089204,-1989532334,-950,36062,-5162,-1019,11712.70996,11712.70996,11592.08984,11612.80957,128971,11660,11666,11566,11589,125731,18
2020/2/10,-4538774726,-1270682111,-150,35908,-2320,-3323,11514.71973,11598.03027,11423.33984,11574.07031,131092,11455,11598,11402,11565,146924,20
2020/2/11,-684367691,724760027,-1011,34889,817,-2474,11614.25,11678.58008,11614.25,11664.04004,121019,11625,11689,11613,11664,91645,31
2020/2/12,6239193795,472649420,4300,39174,4942,2527,11693.40039,11801.51953,11693.40039,11774.19043,149460,11663,11797,11647,11770,104632,43
2020/2/13,1961500743,-414920060,2152,41598,857,2296,11813.5,11854.98047,11784.94043,11791.78027,139813,11798,11837,11762,11775,107703,43
2020/2/14,1694686124,-350871920,-3241,38351,-3017,-697,11806.51953,11840.79004,11788.87012,11815.7002,112032,11757,11852,11755,11810,96611,44
2020/2/17,-4209554467,-1421051914,-1491,36853,-4730,-5403,11770.29981,11775.55957,11724.82031,11763.50977,112416,11710,11792,11702,11769,87093,41
2020/2/18,-21212332709,-391502140,-5188,31665,-4524,-9927,11700.91016,11717.09961,11642.9502,11648.98047,139223,11715,11719,11627,11640,135029,33
2020/2/19,3804911997,-847376792,2737,31328,5270,5890,11655.37012,11783.42969,11654.16016,11758.83984,137194,11678,11805,11637,11760,81374,38
2020/2/20,-8273327625,-207214840,-5521,25807,-8994,-3104,11785.78027,11827.83008,11714.15039,11725.08984,132716,11820,11830,11679,11713,137087,29
2020/2/21,-3449351458,-124899544,847,26662,-325,-3461,11721.16016,11755.16992,11661.62988,11686.34961,123891,11665,11765,11636,11663,139385,21
2020/2/24,-26339394511,279135937,87,26756,-3370,-6859,11615.28027,11615.28027,11512.08008,11534.87012,138567,11509,11587,11476,11511,136072,5
2020/2/25,-11670682927,-455995034,674,27454,3212,-3743,11506.74023,11567.08984,11415.46973,11540.23047,154158,11400,11561,11386,11541,148573,6
2020/2/26,-33201502446,720117836,-3840,21461,-8479,-3621,11468.59961,11494.21973,11408.05957,11433.62012,176058,11383,11482,11365,11421,162580,1
2020/2/27,-23224937678,-999716430,-880,20581,-1463,-5084,11436.95996,11470.23047,11274.51953,11292.16992,201789,11395,11447,11237,11276,168005,1
2020/3/2,-19698502745,170666598,-1569,19009,-4789,-9853,11184.66016,11282.04981,11049.84961,11170.45996,199990,11011,11278,11005,11176,203375,2
2020/3/3,-13537260049,843227200,4333,23349,6423,-3430,11279.86035,11390.24023,11279.86035,11327.71973,161958,11313,11375,11278,11321,165462,1
2020/3/4,6277728037,126099110,4649,26997,649,1234,11368.25,11392.34961,11297.80957,11392.34961,137862,11348,11369,11267,11358,142616,12
2020/3/5,965677864,1395287040,2762,29764,3164,4378,11454.65039,11525.32031,11454.65039,11514.82031,144196,11450,11501,11428,11491,112411,33
2020/3/6,-28823181989,783487715,-6477,22285,-12227,-3841,11471.36035,11471.36035,11310.32031,11321.80957,149427,11400,11420,11260,11269,153306,9
2020/3/9,-54558272903,829926320,8191,31376,4679,-2762,11221.75977,11221.75977,10977.63965,10977.63965,231705,10975,11108,10916,10951,212371,0
2020/3/10,-8619548631,-201393939,-8964,21519,-4237,-3427,10907.62012,11032.46973,10830.21973,11003.54004,205450,10830,10996,10779,10981,205650,6
2020/3/11,-21158497346,873905460,4245,25763,833,-3137,11022.82031,11088.23047,10885.91016,10893.75,175082,10979,11029,10807,10824,182504,4
2020/3/12,-36822316902,-2018701667,6096,31854,1638,-1479,10845.38965,10845.38965,10359.66992,10422.32031,270564,10750,10765,10161,10362,330485,0
2020/3/13,-30232314316,-1436812913,4068,35948,808,-667,10091.03027,10171.2002,9636.150391,10128.87012,302825,9749,10147,9450,10027,340952,0
2020/3/16,-33354234365,-62952488,3058,37976,1189,4922,10069.41992,10130.79981,9717.769531,9717.769531,209970,9919,10055,9636,9679,237876,0
2020/3/17,-23044764786,-615318717,3976,41953,999,5917,9538.639648,9677.070313,9371.349609,9439.629883,236620,9379,9677,9271,9371,243955,0
2020/3/18,-28711172294,468579711,15715,43800,2660,-1496,9453.980469,9509.610352,9218.669922,9218.669922,210418,9366,9489,9205,9264,110255,0
2020/3/19,-21221116010,-700346845,8810,52635,1598,2,9085.280273,9085.280273,8523.629883,8681.339844,270277,8820,8872,8268,8356,301799,1
2020/3/20,-21906643344,663242104,-1682,50969,7048,6986,8816.860352,9264.419922,8816.860352,9234.089844,234734,8562,9166,8544,9041,265539,0
2020/3/23,-15841802996,-102120834,5710,55376,-3495,8703,9025.549805,9029.519531,8750.139648,8890.030273,147285,8609,8868,8555,8665,179890,0
2020/3/24,5258141378,29031248,-4300,51075,1567,10270,9083.780273,9415.639648,9083.780273,9285.620117,153699,8998,9295,8986,9193,178662,7
2020/3/25,-2313263280,1337776980,-6073,46822,5523,8491,9426.429688,9722.370117,9426.429688,9644.75,183399,9410,9624,9370,9585,207956,34
2020/3/26,8601403243,507368461,-2787,45846,630,1877,9667.139648,9739.730469,9565.019531,9736.360352,153201,9679,9690,9426,9631,189335,46
2020/3/27,-9717279710,900129414,878,46724,-265,1612,9807.900391,9954.860352,9691.139648,9698.919922,180596,9899,9910,9549,9579,187396,48
2020/3/30,-4850837442,-227122005,426,47134,-1357,255,9571.219727,9655.700195,9415.519531,9629.429688,126494,9376,9576,9266,9566,164726,41
2020/3/31,-5812101391,1661556282,941,48075,1145,1400,9689.620117,9789.80957,9630.299805,9708.05957,144169,9666,9717,9495,9595,142543,43
2020/4/1,-4707482746,2185973400,3104,51117,-429,1265,9726.200195,9736,9663.629883,9663.629883,117956,9588,9650,9552,9555,115880,44
2020/4/6,2142308319,595395460,-4965,46152,371,1636,9707.75,9818.740234,9651.519531,9818.740234,150191,9741,9860,9582,9823,145658,46
2020/4/7,3386987052,1983114900,-291,45860,3062,4698,9928.160156,10039.15039,9928.160156,9996.389648,171645,9955,10020,9878,9998,136799,49
2020/4/8,229712398,1792096310,-4458,41765,-4747,-1431,10010.63965,10149.75977,9984.660156,10137.46973,169341,9950,10135,9945,10122,126694,49
2020/4/9,-7189386634,376073342,1764,43529,-1409,-2840,10173.25977,10246.83984,10092.36035,10119.42969,163577,10131,10197,10028,10100,132449,47
2020/4/10,-34246147,311194496,2073,45637,-87,-3067,10105.42969,10165.12012,10103.76953,10157.61035,121650,10038,10140,10030,10133,72428,48
2020/4/13,-7588758124,1237152119,1738,46577,-2972,-2847,10147.55957,10179.40039,10080.65039,10099.21973,118685,10084,10149,10031,10079,106858,46
2020/4/14,15122019154,1910070904,-4070,42521,3935,1032,10130.65039,10344.12988,10130.65039,10332.94043,156893,10160,10355,10125,10343,113099,50
2020/4/15,-3684276345,2635514867,-3299,35256,-3220,3378,10366.76953,10461.83984,10366.76953,10447.20996,191739,10347,10463,10330,10451,65118,48
2020/4/16,-12455574312,938911694,129,35385,-319,3059,10385.78027,10425.29004,10317.12988,10375.48047,156118,10177,10343,10161,10301,117864,45
2020/4/17,20394378412,2485663530,-2523,32864,-3747,-696,10554.54981,10710.15039,10552.58008,10597.04004,231468,10575,10669,10456,10563,158297,47
2020/4/20,514354391,-54516763,-2708,30153,-3949,-4633,10612.4502,10637.63965,10542.95996,10586.70996,134091,10515,10560,10458,10475,95513,43
2020/4/21,-24246362876,-897041750,8637,38790,651,-3982,10544.79981,10544.79981,10278.9502,10288.41992,183823,10406,10467,10144,10196,185211,12
2020/4/22,-3449741790,-55158678,-3831,34960,52,-3958,10256.11035,10310.84961,10140.08984,10307.74023,152138,10145,10226,10065,10222,140265,14
2020/4/23,-3810434380,1403800504,1677,36637,1897,-2061,10370.12988,10462.7002,10294.87988,10366.50977,155119,10268,10402,10154,10292,167208,15
2020/4/24,-5678666113,645112827,636,37274,1354,-711,10367.96973,10386.92969,10324.2002,10347.36035,125655,10231,10292,10211,10268,104535,14
2020/4/27,16883551962,882314270,-1984,35289,4204,3497,10407.49023,10578.95996,10407.49023,10567.26953,177149,10373,10567,10368,10545,122584,42
2020/4/28,-1657659442,2084579030,337,36558,-216,-447,10580.25,10620.51953,10537.70996,10616.05957,182396,10600,10605,10480,10583,110372,44
2020/4/29,18026823469,1100309548,1881,38439,1636,1218,10656.40039,10794.83008,10656.40039,10772.21973,192691,10655,10770,10631,10709,114297,49
2020/4/30,18591599671,2678059740,-1854,36589,3442,4644,10826.25977,11012.78027,10826.25977,10992.13965,229698,10813,10971,10803,10947,115213,49
2020/5/4,-36964151874,53560451,20,36610,-9752,-5112,10781.50977,10781.50977,10658.5,10720.48047,190042,10540,10699,10477,10610,132814,40
2020/5/5,-12387308620,-48493288,673,36085,-2252,-2572,10756.9502,10833.53027,10735.00977,10774.61035,178394,10717,10795,10658,10719,110278,43
2020/5/6,-5283047349,529536765,3884,39969,2235,-347,10771.08984,10828.73047,10708.09961,10774.98047,181176,10658,10780,10618,10749,121491,38
2020/5/7,-1812850191,941311334,-2105,37864,-372,-719,10778.53027,10890.87012,10775.16016,10842.91992,166959,10736,10877,10710,10833,115862,40
2020/5/8,-4105621087,504604310,-776,37088,-606,-1325,10883.21973,10970.7002,10883.21973,10901.41992,186189,10893,10956,10853,10894,105781,45
2020/5/11,2812811699,770894500,-205,36882,-392,-1713,10942.17969,11039.11035,10942.17969,11013.25977,168457,10979,11038,10935,10982,92771,49
2020/5/12,-25092913281,401774018,1665,38547,-3405,-5118,10974.50977,10974.50977,10854.50977,10879.46973,172557,10902,10932,10802,10865,116595,35
2020/5/13,-4759934133,855875950,3148,41695,3716,-1445,10861.00977,10938.26953,10828.92969,10938.26953,161329,10783,10925,10776,10914,101930,40
2020/5/14,-18869370079,288510640,-1741,38753,-8172,-4813,10894.16992,10894.16992,10777.45996,10780.87988,186497,10828,10877,10738,10749,126292,17
2020/5/15,-1920896433,-219455350,2513,41266,6960,2147,10833.16016,10904.00977,10730.54981,10814.91992,173877,10830,10869,10701,10817,126173,15
2020/5/18,-15900460748,-812415508,-4900,35957,-8873,-5086,10753.20996,10812.87012,10730.7002,10740.54981,189878,10768,10824,10724,10761,112378,12
2020/5/19,4649677197,1006378700,1473,37430,4631,-455,10812.79004,10924.79004,10812.79004,10860.44043,185293,10932,10964,10836,10868,111021,32
2020/5/20,4389405005,1060776860,55,36013,1404,1998,10892.75977,10933.98047,10860.15039,10907.79981,169082,10903,10960,10853,10887,60212,28
2020/5/21,978960837,1345595756,-1886,34127,4435,6433,10933.20996,11021.66016,10933.20996,11008.30957,169388,10903,11008,10894,10953,115495,39
2020/5/22,-29085582035,-327521893,-870,33253,-13094,-6645,10977.54981,10977.54981,10804.55957,10811.15039,177727,10928,10935,10723,10744,136579,9
2020/5/25,-4568094492,-242378553,-532,32721,5635,-1010,10812.94043,10874.54004,10719.25,10871.17969,146346,10800,10840,10651,10821,120796,16
2020/5/26,14169884700,1263035370,1471,34198,6382,5348,10903.32031,11046.21973,10903.32031,10997.20996,181150,10896,11027,10891,10984,106947,39
2020/5/27,332211882,920590840,-15,34183,-1177,4018,11023.92969,11069.71973,10972.25,11014.66016,156712,10962,11037,10926,10973,102280,36
