date,inst_f buy,inst_t buy,inst_txf_net,inst_txf_oi,inst_mtx_net,inst_mtx_oi,tse_open,tse_high,tse_low,tse_close,tse_volume,txf_open,txf_high,txf_low,txf_close,txf_volume,above_ma
2020/5/28,-7254349938,645580769,832,35015,-3480,538,11040.62012,11087.53027,10915.29981,10944.19043,171172,11066,11077,10856,10911,141854,26
2020/5/29,-11045178924,200633936,1597,36612,3990,4528,10921.16016,10965.03027,10861.90039,10942.16016,209389,10888,10950,10806,10919,115680,28
2020/6/1,15428860416,1072464550,483,38695,2559,687,10971.40039,11109.29004,10971.40039,11079.01953,166822,10983,11103,10971,11057,103034,44
2020/6/2,1728257798,1540872316,694,39394,-675,-8,11109.26953,11170.49023,11102.96973,11127.92969,180126,11080,11140,11072,11107,82686,45
2020/6/3,17642474608,1536914945,1478,40894,6785,6752,11182.51953,11330.51953,11182.51953,11320.16016,211783,11250,11299,11206,11283,109370,48
2020/6/4,4483499962,1776489454,-1477,39426,-4355,2361,11373.94043,11425.41992,11341.58008,11393.23047,202129,11419,11425,11306,11358,108643,48
2020/6/5,7059493551,809503090,609,40035,657,3018,11418.00977,11482.36035,11411.94043,11479.40039,179847,11399,11473,11377,11457,84861,47
2020/6/8,9654161177,1663205853,-2906,37129,-1936,1082,11539,11631.88965,11528.44043,11610.32031,202996,11550,11626,11491,11570,106849,48
2020/6/9,6822457604,262393684,1910,39043,1508,2574,11600.61035,11640.4502,11537.37988,11637.11035,174869,11596,11622,11521,11606,89412,47
2020/6/10,10230425908,325469238,-1860,37201,-1094,1480,11635.99023,11740.90039,11621.01953,11720.16016,188307,11634,11730,11596,11704,94591,48
2020/6/11,227886180,141500320,3576,40776,-5193,-3709,11738.49023,11771.12012,11516.58984,11535.76953,239094,11689,11738,11475,11491,143725,30
2020/6/12,2950215202,-590716655,-5636,35137,-5030,-8727,11406.54004,11442.29981,11244.63965,11429.94043,197391,11331,11432,11250,11391,131977,17
2020/6/15,-15647644944,1238362850,3384,36970,-1070,-3593,11436.28027,11469.83984,11299.4502,11306.25977,175290,11356,11446,11216,11225,135408,9
2020/6/16,18352782961,718730266,-1400,35579,3137,-492,11380.66992,11542.25,11380.66992,11511.63965,180766,11448,11554,11421,11522,110305,28
2020/6/17,3775687339,678313520,504,31514,763,4691,11525.5,11550.32031,11482.32031,11534.58984,174503,11480,11568,11467,11520,67096,29
2020/6/18,2250829579,745043162,1392,32915,569,5224,11534.2002,11567.41992,11485.38965,11548.33008,182860,11372,11425,11295,11395,115869,23
2020/6/19,-10219528934,479993246,-959,31955,-3608,1620,11557.26953,11584.87988,11542.37012,11549.86035,250644,11424,11439,11361,11409,93728,21
2020/6/22,2364258723,388458423,570,32521,-2979,-1343,11553.91016,11632.87988,11553.91016,11572.92969,182535,11374,11498,11362,11421,113862,24
2020/6/23,3810223208,-223487472,587,33109,3669,2322,11618.41992,11679.40039,11530.84961,11612.36035,204590,11493,11540,11346,11456,139989,28
2020/6/24,9333285270,-461237042,529,33634,-300,2060,11647.86035,11701.23047,11637.79004,11660.66992,201676,11541,11570,11503,11523,89905,34
2020/6/29,-12939439896,-771457167,-1951,31682,-5261,-3197,11608.79981,11608.79981,11500.65039,11542.62012,206885,11394,11458,11315,11363,123338,23
2020/6/30,6838905409,-933913189,156,30838,1272,2075,11563.59961,11638,11563.59961,11621.24023,195467,11460,11502,11412,11470,83988,33
2020/7/1,3650038323,146210371,2658,33495,4119,6174,11622.63965,11736.38965,11622.63965,11703.41992,192533,11482,11623,11472,11544,102338,35
2020/7/2,2857823145,-466569162,2966,36460,5825,12003,11694.09961,11805.20996,11690.9502,11805.13965,188740,11585,11712,11566,11695,91795,35
2020/7/3,10666904741,3337171590,3637,41646,1232,7039,11857.90039,11933.58984,11857.90039,11909.16016,216703,11788,11850,11752,11834,92196,36
2020/7/6,20152618292,322318681,-5433,36204,-2601,4474,11941.83984,12116.7002,11941.83984,12116.7002,249089,11921,12072,11905,12067,106636,39
2020/7/7,4572952047,-786655820,46,36257,-923,3523,12176.79004,12249.9502,12028.57031,12092.96973,275134,12149,12192,11990,12028,134089,40
2020/7/8,-5498958959,-1077908879,-1933,34330,-315,3618,12086.12988,12190.26953,12083.83984,12170.19043,237935,12041,12145,12025,12126,103175,37
2020/7/9,-6669438106,-317290480,148,34478,-2746,872,12222.90039,12273.42969,12181.33984,12192.69043,249886,12202,12222,12118,12149,111893,37
2020/7/10,254833120,-1286758384,4793,39271,482,1354,12250.44043,12253.58008,12030.2002,12073.67969,258935,12204,12213,11987,11995,133264,22
2020/7/13,4377525643,524895753,-5279,33999,-411,915,12109.61035,12216.24023,12109.61035,12211.55957,209802,12139,12210,12105,12204,93929,30
2020/7/14,-4732200604,692982383,-1393,31606,-4210,705,12202.88965,12228.30957,12143.91016,12209.00977,203536,12147,12224,12119,12188,108264,22
2020/7/15,3959024230,888313209,-1095,27506,-1397,-626,12233.99023,12320.48047,12162.51953,12202.84961,239021,12305,12323,12150,12220,72961,22
2020/7/16,-7058164222,1493899440,-1262,26258,-3506,-4188,12173.04004,12220.92969,12107.04004,12157.74023,198060,12066,12094,11931,12029,132941,16
2020/7/17,1780208668,1894788902,2661,28921,626,-3570,12195.71973,12266.92969,12144.62012,12181.55957,199383,12088,12138,12011,12039,112175,16
2020/7/20,4354201361,644461892,232,29158,2036,-1554,12205.25,12221.33008,12065.79981,12174.54004,174739,12073,12075,11903,12033,120986,19
2020/7/21,12640568658,2138832800,-381,28776,2600,1050,12242.32031,12450.16016,12242.32031,12397.54981,224202,12125,12324,12121,12288,122572,28
2020/7/22,-2381908225,1804066034,-1038,27738,-5422,-4385,12389.75977,12486.9502,12389.40039,12473.26953,225202,12301,12361,12256,12332,94744,37
2020/7/23,-8869322986,598840161,-2412,24073,-4443,-3816,12423.01953,12429.75977,12347.86035,12413.04004,226144,12309,12313,12199,12287,122780,26
2020/7/24,-10770065236,762577700,4382,28455,-1771,-5587,12467.42969,12502.83984,12266.54981,12304.04004,265307,12232,12352,12123,12150,171550,10
2020/7/27,7532010246,-138527224,3005,32456,10850,1267,12618.69043,12686.36035,12586.91016,12588.29981,252896,12410,12572,12407,12498,140325,11
2020/7/28,-7303868396,-558624390,-2192,29267,-7197,-1930,12951.71973,13031.7002,12533.19043,12586.73047,343928,12834,12900,12408,12454,245608,8
2020/7/29,-6124890839,-1109585955,-123,29130,-1177,-2943,12530.74023,12660.87012,12488.00977,12540.96973,218380,12446,12543,12392,12421,138350,17
2020/7/30,-2838321858,1011825735,2742,31873,5562,2615,12691.86035,12769.46973,12616.83008,12722.91992,214324,12617,12627,12488,12595,126208,24
2020/7/31,-8909517046,257645728,-2631,29242,-3499,-884,12653.45996,12733.48047,12635.70996,12664.79981,208489,12606,12644,12525,12576,129880,23
2020/8/3,-30242797765,262200664,-3219,24623,-10667,-5951,12642.73047,12673.01953,12506.58984,12513.03027,231938,12531,12567,12405,12440,134434,15
2020/8/4,5606282147,802046786,6203,30826,9727,3776,12577.87988,12709.91992,12577.87988,12709.91992,212043,12516,12632,12489,12629,111117,22
2020/8/5,-291023313,1663581551,837,31663,803,4649,12762.33984,12816.38965,12739.99023,12802.29981,239533,12700,12746,12643,12741,105138,29
2020/8/6,3912251760,456364689,-185,31478,150,4799,12894.24023,12971.87012,12851.2002,12913.5,259834,12856,12925,12753,12836,141212,38
2020/8/7,-12188470936,-369906949,377,31855,-5294,-495,12901.42969,12912.62988,12791.17969,12828.87012,238683,12860,12866,12706,12759,114890,33
2020/8/10,2752292767,-1308134023,-2706,29149,783,288,12786.79981,12933.16016,12786.79981,12894,215466,12779,12905,12720,12854,109532,36
2020/8/11,-4971255621,-622835340,-1196,27953,-6232,-5944,12856.45996,12906.00977,12780.19043,12780.19043,206073,12825,12874,12727,12735,106277,26
2020/8/12,-10420073627,-713739277,1532,28532,-1181,-3291,12713.62988,12730.95996,12625.54004,12670.34961,216514,12700,12701,12565,12655,131329,23
2020/8/13,7232612033,-11929778,71,28571,-220,-3411,12758.87012,12812.79981,12717.12988,12763.12988,236736,12816,12836,12702,12725,111174,25
2020/8/14,3948917829,688828140,173,28744,3218,-193,12709.96973,12801.30957,12679.19043,12795.45996,213168,12696,12790,12646,12789,98121,26
2020/8/17,9645522408,728012190,624,30268,6096,2303,12813.94043,12956.11035,12800.69043,12956.11035,222056,12776,12959,12771,12953,104207,29
2020/8/18,-2995480165,-13251998,-2847,26921,-7976,-3673,12974.95996,12981.58008,12840.25,12872.13965,246930,12983,12998,12836,12877,113409,25
2020/8/19,-519737152,-141308269,-2079,23249,-5971,-7634,12904.83984,12950.11035,12778.63965,12778.63965,254265,12905,12955,12780,12807,68806,19
2020/8/20,-14670544659,-1698785690,-1348,20704,-7700,-10546,12764.75,12764.75,12144.75977,12362.63965,347452,12695,12709,12067,12298,237606,8
2020/8/21,5646533740,908213696,7459,28172,10006,-576,12462.51953,12638.65039,12462.51953,12607.83984,225401,12466,12598,12423,12551,134919,12
2020/8/24,-864570540,803269351,1539,29714,1122,534,12629.78027,12702.94043,12567.9502,12647.12988,204626,12568,12653,12503,12603,103744,11
2020/8/25,3465353333,1130856910,241,29970,-714,-240,12706.40039,12814.55957,12698.84961,12758.25,198722,12657,12795,12643,12735,111794,20
2020/8/26,1903242794,311203740,1505,31478,2875,2721,12768.95996,12833.29004,12734.69043,12833.29004,176344,12730,12799,12681,12795,86685,19
2020/8/27,-7746717667,520125840,200,31678,-1007,1714,12888.65039,12960.67969,12786.4502,12797.30957,216324,12838,12925,12735,12758,126465,11
2020/8/28,-6075890602,-264699788,-2698,27859,-5274,924,12759.29981,12799.16016,12674.57031,12728.84961,205106,12740,12782,12634,12688,138302,12
2020/8/31,-15742498776,-500020083,-2570,25308,-3138,-2290,12763.44043,12831.37988,12591.4502,12591.4502,247049,12800,12826,12563,12589,142023,6
2020/9/1,3832254716,494576687,765,26073,1294,-996,12617.38965,12703.28027,12565.83008,12703.28027,216081,12566,12698,12531,12688,114310,11
2020/9/2,-5026642329,811264870,1070,27143,-851,-1809,12772.42969,12802.61035,12646.46973,12699.5,208347,12765,12776,12595,12690,126712,15
2020/9/3,10851819211,-449491009,1399,28561,1257,-628,12774.96973,12857.79004,12732.32031,12757.96973,233598,12792,12858,12705,12734,130262,19
2020/9/4,-23596857276,656305781,568,29177,-3113,-3933,12645.91992,12655.66992,12559.78027,12637.9502,231026,12558,12651,12510,12607,130070,12
2020/9/7,-9466252661,-1099631750,981,30158,635,-3298,12645.92969,12725.04981,12575.36035,12601.40039,223124,12608,12733,12560,12580,136891,13
2020/9/8,4103079322,210538050,2068,32226,3213,-85,12637.41992,12702.54981,12614.71973,12663.55957,204958,12657,12695,12610,12667,109694,23
2020/9/9,-9812659133,-141107548,-1610,28923,-8108,-1462,12592.17969,12616.57031,12480.5,12608.58008,208307,12545,12606,12434,12598,150903,17
2020/9/10,5820225161,1027995542,3308,32231,4803,3341,12665.74023,12708.63965,12650.40039,12691.75,198678,12669,12706,12622,12698,106806,25
2020/9/11,3923974692,-729210483,-2873,29341,-4655,-1246,12697.45996,12701.79004,12616.67969,12675.9502,190513,12658,12689,12606,12663,104558,28
2020/9/14,9580558943,-354321970,271,29605,3535,2317,12680.41016,12793.07031,12680.41016,12787.82031,179299,12694,12797,12678,12784,100659,33
2020/9/15,5858563983,-105019711,-380,29227,474,2783,12787.41992,12857.73047,12773.23047,12845.65039,186146,12768,12855,12756,12843,80253,35
2020/9/16,18473340616,592137618,4990,32528,6197,4601,12989.80957,13021.67969,12948.71973,12976.75977,206767,12945,13018,12900,12969,65376,39
2020/9/17,-9973443639,-907890304,-8306,24222,-13246,-8645,12920.15039,12972.51953,12851.51953,12872.74023,187290,12855,12908,12772,12815,119667,26
2020/9/18,-836162239,-964370876,-1359,22863,-1590,-10235,12858.59961,12927.80957,12841.08984,12875.62012,201495,12839,12866,12773,12833,95515,29
2020/9/21,-6518771059,-628856784,-6019,13158,-12821,-8312,12874.61035,12952.30957,12795.08984,12795.12012,171140,12820,12877,12655,12659,139378,18
2020/9/22,-9409005186,-1319937578,-347,12021,-4910,-10062,12786.91016,12786.91016,12632.74023,12645.50977,169776,12627,12655,12481,12509,129871,7
2020/9/23,-11953207600,-1897449937,3108,13450,1325,-2151,12656.29981,12700.88965,12548.07031,12583.87988,173471,12553,12563,12441,12528,117770,7
2020/9/24,-43730546750,-734084388,1979,15444,-5921,-8132,12487.48047,12487.48047,12264.37988,12264.37988,244060,12407,12414,12166,12180,170016,2
2020/9/25,-284445825,-950181027,8546,23990,6790,-1342,12312.94043,12385.80957,12149.80957,12232.91016,209470,12265,12309,12114,12195,127927,0
2020/9/28,10073960111,458201180,-1233,21649,1157,4247,12282.36035,12462.75977,12282.36035,12462.75977,154795,12292,12421,12246,12415,94192,5
2020/9/29,-1875869985,287677920,1888,23537,3095,7342,12488.09961,12571.33984,12429.71973,12467.73047,153906,12478,12522,12395,12421,102619,14
2020/9/30,4904466995,263064590,4627,28959,6516,10661,12483.65039,12568.67969,12466.58008,12515.61035,136454,12456,12548,12444,12473,107581,22
2020/10/5,315410943,-158637061,-4145,24809,-900,9781,12567.87988,12637.62012,12519.12012,12548.28027,148164,12577,12620,12486,12529,93806,26
2020/10/6,9368690807,404425583,205,25011,3331,13124,12644.08984,12706.38965,12644.08984,12704.23047,163907,12618,12704,12614,12677,99215,44
2020/10/7,5736906592,460539500,2467,30080,5057,7790,12667.50977,12774.36035,12619.80957,12746.37012,163452,12620,12758,12606,12754,88445,41
2020/10/8,16885565819,860984017,-612,29468,4039,11829,12832.54004,12887.19043,12818.00977,12887.19043,209353,12831,12876,12772,12873,98409,45
2020/10/12,13367933977,-691778952,-369,29128,-891,10910,12959.15039,12997.79004,12898.88965,12955.91016,229268,12935,12995,12878,12921,105691,41
2020/10/13,1479449402,-615843804,1926,31069,1497,12347,12988.44043,12994.66016,12857.09961,12947.12988,184982,12950,12952,12816,12915,98635,35
2020/10/14,-6627991758,-489738130,-729,30354,-3542,8753,12927.08984,12960,12895.79004,12919.30957,187133,12940,12956,12871,12890,81057,31
2020/10/15,-13440935588,246747493,-399,29965,-273,8440,12892.29004,12909.11035,12786.25977,12827.82031,179432,12838,12892,12727,12840,126868,17
2020/10/16,-3718620555,556350730,-1220,28745,-6535,1905,12814.16016,12896.29981,12750.37012,12750.37012,185884,12818,12865,12718,12748,109644,17
2020/10/19,12758629268,60182731,24,28769,1765,3670,12803.32031,12911.41016,12803.32031,12908.33984,164476,12783,12912,12782,12893,95513,19
2020/10/20,-2017304982,360509232,-2349,26384,-4780,-966,12889.99023,12917.75,12862.37012,12862.37012,147052,12892,12905,12844,12855,67480,18
2020/10/21,-599336314,-234758438,2738,27466,1104,888,12889.87988,12942.12012,12846.41992,12877.25,168351,12906,12946,12851,12860,54658,20
2020/10/22,6737683327,-874334045,3895,31361,4536,5424,12854.96973,12917.03027,12827.40039,12917.03027,172423,12729,12839,12707,12836,100532,24
2020/10/23,-2769840580,453722172,-2464,28897,-5011,413,12945.12012,12963.25977,12875.23047,12898.82031,152024,12865,12883,12795,12838,78563,23
2020/10/26,-1459389383,-866448157,3186,32083,2979,3392,12923.54981,12971.58008,12894.17969,12909.03027,163992,12848,12935,12820,12860,90476,36
2020/10/27,-4749981646,-1270758232,-1878,29088,-5543,2317,12867.76953,12884.32031,12821.07031,12875.00977,157707,12826,12833,12765,12808,81762,30
2020/10/28,-7279250664,-901353014,1393,30481,-1943,374,12853.75977,12879.98047,12761.33008,12793.75,176578,12780,12809,12713,12743,87331,23
2020/10/29,-16096637879,-764593045,-3780,25396,-8898,-3304,12687.63965,12699.82031,12583.37012,12662.91016,187029,12598,12640,12504,12603,118210,7
2020/10/30,-22212786897,-267261433,3664,29056,-1137,-4425,12651.34961,12656.29004,12546.33984,12546.33984,197970,12545,12563,12407,12413,121262,4
2020/11/2,2910321583,-612339759,-807,27584,1132,-633,12565.32031,12594.33984,12480.66016,12591.30957,164949,12474,12531,12402,12516,97047,22
2020/11/3,14519340813,681342150,3882,31466,874,241,12641.28027,12760.13965,12641.28027,12736.00977,166818,12611,12715,12602,12684,90446,34
2020/11/4,6145359497,1048483971,321,31787,8613,8818,12766.86035,12885.28027,12736.01953,12867.90039,193068,12770,12879,12662,12864,149792,39
2020/11/5,15371893610,-29899728,2582,35469,5602,10020,12878.00977,12918.79981,12840.40039,12918.79981,174622,12924,12928,12821,12891,90543,42
2020/11/6,13773100658,-128731580,2153,40879,8479,5471,12952.49023,12999.16016,12927.29981,12973.53027,183348,12942,12991,12896,12937,100680,45
2020/11/9,21275640459,-591289896,-3557,37322,4633,10104,13053.98047,13149.90039,13048.66992,13127.46973,219942,13090,13175,13046,13126,116402,46
2020/11/10,-3291600779,526399500,-409,36904,-5337,4803,13090.65039,13142.21973,13022.91992,13081.71973,249317,13130,13154,13010,13071,109754,43
2020/11/11,15391636048,-428842919,-2194,34710,-274,4523,13067.04004,13262.19043,13067.04004,13262.19043,239619,13101,13281,13077,13261,107482,45
2020/11/12,5600426108,-661849394,2791,37503,734,5249,13324.86035,13324.86035,13193.74023,13221.78027,209927,13266,13305,13193,13226,89732,43
2020/11/13,5213991887,-905495063,-2273,35230,95,5344,13221.79981,13273.33008,13170.12012,13273.33008,180107,13227,13285,13163,13282,83665,46
2020/11/16,22870448189,-62004768,-5244,29986,-2004,3340,13356.74023,13551.83008,13356.74023,13551.83008,235356,13407,13582,13406,13579,99291,47
2020/11/17,15099256833,-52403896,-3280,26705,-2908,436,13723.76953,13780.12012,13593.00977,13593.00977,235335,13656,13737,13603,13624,99847,47
2020/11/18,21140845593,217869399,1905,26264,1144,7550,13628.41992,13773.29004,13608.71973,13773.29004,230256,13632,13788,13621,13756,65556,48
2020/11/19,-4702830873,-207818380,-2891,23372,-4721,2833,13775.25977,13785.91992,13700.04004,13722.42969,206239,13732,13750,13662,13742,95222,47
2020/11/20,-4475805495,-200686905,-1523,21838,-2117,760,13702.58984,13726.21973,13666.07031,13716.44043,218209,13724,13737,13640,13733,85912,40
2020/11/23,10876750165,-246019907,-5162,17282,-5105,-3658,13793.54981,13921.16016,13793.54981,13878.00977,235532,13790,13943,13788,13873,115032,43
2020/11/24,-4776705746,-531374439,544,17826,-1834,-5492,13918.83984,13951.16992,13798.32031,13807.12988,263789,13921,13928,13777,13799,88199,31
2020/11/25,-10632068345,-978153897,1120,18946,-627,-6144,13860.9502,13893.2002,13731.80957,13738.83008,264368,13886,13909,13692,13712,121641,25
2020/11/26,3208563308,-807848676,-3950,14996,2765,-3379,13763.79004,13856.75977,13763.79004,13845.66016,219147,13788,13862,13741,13839,96591,33
2020/11/27,-3217584151,579809409,1817,16813,557,-2822,13833.20996,13885.00977,13811.80957,13867.08984,238944,13781,13890,13763,13878,94121,26
2020/11/30,-33283065640,-1140105121,-3940,11640,-6366,-4256,13917.65039,13969.38965,13722.88965,13722.88965,384700,13883,13975,13704,13720,133840,16
2020/12/1,489596790,-579443231,-3469,8171,1379,-2877,13810.54981,13885.66992,13749.70996,13885.66992,259650,13818,13885,13751,13875,91149,21
2020/12/2,2544926742,149516860,1565,9736,3674,760,13970.50977,13995.7002,13894.7002,13989.13965,269340,13932,13980,13855,13955,109501,23
2020/12/3,-6477690056,-559127,522,10258,-880,-120,13988.49023,14049.58008,13940.07031,13977.08984,268130,13971,14047,13903,13982,123415,25
2020/12/4,14682560201,-732427806,-496,9762,-52,-172,14010.16992,14149.55957,14010.16992,14132.44043,287671,14022,14149,14012,14133,107795,35
2020/12/7,-6911238692,504817387,-3806,5955,-5758,-5930,14230,14306.87012,14142.01953,14256.59961,332546,14181,14247,14087,14220,124595,31
2020/12/8,4193509462,2501906168,-845,5109,847,-5079,14251.94043,14367,14184.58008,14360.40039,280348,14206,14350,14156,14340,109587,33
2020/12/9,-1198365512,2967567127,-4394,-692,-6004,-5462,14336.69043,14427.41016,14336.69043,14390.13965,308552,14372,14425,14331,14397,95553,34
2020/12/10,-14342785894,1145278883,502,-992,-1988,-4242,14295.15039,14319.37988,14191.84961,14249.49023,305457,14261,14314,14178,14237,124762,31
2020/12/11,-2130524168,453439848,-447,-1439,-503,-4745,14298.58984,14353.16992,14081.41992,14261.69043,318861,14290,14340,14091,14237,152473,34
2020/12/14,-3780427838,176610969,-3178,-4622,-5162,-9887,14238.91992,14270.33984,14182.25,14211.04981,232999,14264,14285,14197,14201,96649,29
2020/12/15,-16520278470,-197337325,4282,-341,2979,-6904,14206.33008,14256.54981,14053.34961,14068.51953,273656,14162,14232,14030,14084,133830,17
2020/12/16,29277268278,300659727,1529,-3645,4260,3627,14145.24023,14339.5,14145.24023,14304.45996,250442,14198,14328,14186,14323,69690,37
2020/12/17,2903894835,-95665738,-3231,-6886,-7011,-3344,14326.16016,14338.40039,14213.49023,14258.92969,228203,14220,14225,14085,14186,115652,31
2020/12/18,68910166,-95405697,919,-5967,-1273,-4617,14268.12988,14329.12012,14245.59961,14249.95996,247945,14190,14222,14128,14136,89377,20
2020/12/21,10436251661,-28853464,1394,-4573,6032,1415,14273.79004,14384.95996,14166.88965,14384.95996,250621,14155,14313,14021,14309,134408,36
2020/12/22,-9986882802,-492961174,-1100,-5722,-8506,-7043,14348.11035,14411.92969,14175.69043,14177.45996,289461,14253,14334,14042,14046,135808,15
2020/12/23,683552750,-666608245,-1072,-6799,2056,-5017,14180.7002,14247.79004,14134.87012,14223.08984,220125,14104,14181,14031,14114,115118,15
2020/12/24,3009615253,-655803976,2300,-4499,3163,-1854,14256.29004,14324.41992,14256.29004,14280.28027,222604,14185,14287,14179,14242,105890,20
2020/12/25,5274170949,373419980,-1231,-5748,-1022,-2804,14306.98047,14400.83008,14296.96973,14331.41992,213304,14328,14383,14245,14304,88382,27
2020/12/28,12949871214,139024268,-2392,-9366,-954,1146,14363.4502,14483.07031,14363.4502,14483.07031,250952,14329,14444,14320,14436,81663,39
2020/12/29,-1256508512,-767399344,-221,-9590,-1015,143,14500.91016,14547.07031,14435.03027,14472.04981,286983,14465,14466,14376,14458,79140,38
2020/12/30,26833686455,-683459786,3053,-6537,7302,7495,14485.96973,14695.44043,14476.69043,14687.7002,262524,14451,14643,14440,14636,97715,46
2020/12/31,5697920877,366605219,-2789,-9322,-3497,3982,14704.53027,14760.05957,14646.33008,14732.53027,258135,14678,14712,14604,14678,95250,44
2021/1/4,24767852178,-1446951259,-898,-10220,-1346,2636,14720.25,14937.12988,14720.25,14902.03027,346516,14640,14925,14635,14873,136418,42
2021/1/5,2654131011,551869956,-705,-10925,-11,2625,14913.63965,15000.03027,14861.99023,15000.03027,348080,14874,14980,14836,14976,110544,45
2021/1/6,-148111371,-377598024,-205,-11130,-4075,-1411,15145.84961,15197.67969,14837,14983.12988,435027,15048,15140,14764,14911,232156,34
2021/1/7,16452629367,-415740229,-1668,-12796,4398,2979,15059.51953,15270.40039,15049.86035,15214,338862,15050,15260,15024,15226,150594,35
2021/1/8,19714889723,-933300910,-2530,-15326,-2548,431,15365.12988,15463.9502,15275.37988,15463.9502,396046,15376,15473,15264,15451,157421,45
2021/1/11,-1586825248,281700542,-2372,-18844,-4080,935,15425.58008,15557.29981,15395.73047,15557.29981,324410,15420,15538,15369,15531,138052,45
2021/1/12,-6431413430,3581716694,354,-19201,-2750,1029,15549.53027,15642.03027,15421.23047,15500.7002,370541,15517,15605,15407,15489,174158,31
2021/1/13,15547643077,143118072,-2334,-21535,1619,2625,15550.16016,15778.51953,15550.16016,15769.98047,361635,15557,15790,15555,15759,154127,36
2021/1/14,-8927132565,-2257604064,-5384,-28118,-8632,-1211,15651.2002,15760.15039,15620.95996,15707.19043,389275,15705,15766,15632,15727,119856,36
2021/1/15,-4039399956,-724965628,3273,-24852,2454,1271,15987.16016,16041.58984,15615.11035,15616.38965,434222,15950,16002,15584,15632,223759,22
2021/1/18,-1551401722,10775984,-3131,-27983,-2602,-1331,15676.4502,15676.4502,15320.96973,15612,312822,15637,15679,15327,15608,177694,18
2021/1/19,6621592823,812799155,-1997,-29982,-444,-1767,15716.63965,15928.13965,15716.63965,15877.37012,317796,15714,15946,15710,15888,147332,19
2021/1/20,-21545509864,547034358,2007,-16717,-6327,-6519,15934.84961,16004.32031,15745.48047,15806.17969,415877,15899,15964,15735,15766,118863,11
2021/1/21,2121669007,-778878319,-2668,-20581,1774,39,15775.73047,16238.45996,15775.73047,16153.76953,356019,15803,16183,15769,16125,230909,13
2021/1/22,-34386080509,2585344433,-6170,-27551,-9963,-6724,15984.88965,16138.04004,15973.01953,16019.03027,402819,16051,16085,15928,15977,160939,16
2021/1/25,-20976226971,4125972271,-1572,-29123,-422,-7146,16006.20996,16014.95996,15772.62988,15946.54004,352054,15956,16004,15719,15911,167677,21
